xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
1hgdfhe0ndkph7i5ofqprgaef0d0sjn7.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1I53ESUI6452VPGCJH6VI1VF4KQEHN2K NS
1hgdfhe0ndkph7i5ofqprgaef0d0sjn7.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. j8jfn8/+41O+VGpugvYFLWnQxyP1+W02amUVeqzBd97Ce6W7SVcr8RpCJuwUdMgGgb1fvGZnEVu7UnwR1vBmSuNClZW+Mo7jA8g3ao4l+YiqQULKlVt34GxdWzAGwp0Kybr+mxcEk5vCVoAqoD8PrYq1EQKO2q9xleRKfiQz77skaswzna/hfD+ENxwmY8ePTCCQ/9f5ZNPEYEt/Ijw9UQ==
1i53esui6452vpgcjh6vi1vf4kqehn2k.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1IDRGIP95CJRA2V15FQ919GEIDVTEGP2 NS
1i53esui6452vpgcjh6vi1vf4kqehn2k.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. TDUO3y7rnB1sCoUot1JE6iH75jHdO6nV4/MDdyYDlyVqKO2ggxkDbISN+1NB/1Wu50X0lZ3AStdSQ39e9LRqWqvEEvlPYRLTAnr5Eca4WmdYH9zl2UfT4XUt2tnR6p+o6eggKkXSyr9JxucCS00Tk3wH2cogZVaJKumm7dOS7rPEdUvlPbNhe2ivIX2jGHN22Zn/7k1w+EL6dzTQ3O+MGw==
1idrgip95cjra2v15fq919geidvtegp2.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1IJU7EMHPRGL6MK8CB1D6C6AL271K1AB NS
1idrgip95cjra2v15fq919geidvtegp2.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. FdM8Kc/hjDqCqVTSu15I0u1arrhFqYLYG3gUZMjr/Rp35N258Nof1tCAZcs6crOjlj1TLZj6AnlUaWHyTp2vygAKAEcg3R8kdpznkEnxXkfV2lOQJe76v35+j13iikZBabmbURcUQk0Czl/0FI3lzH9CP3jP7VhA/Nvii/HsrXtXFPnCvnudOb8URI71HUhhtg4y/aDcgBTYimt9juEYMg==
1iju7emhprgl6mk8cb1d6c6al271k1ab.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1ILUJILFNK0Q5VPQH65U3HQF82NGIJNJ NS
1iju7emhprgl6mk8cb1d6c6al271k1ab.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ugpSeE/MFgkk9/ZqrlGyGrHn/2Xic4JIRgr5XRbxnIPPc0CqiJyZ3X52y3K5JsMxb/6SCsNs3V9RH1wLt8w4oHiLWvcfFtXjjBghVfrjlt16t0YsJgybmXROeduVRM+BlasQ6ex7QuG3RwyjSyPBpzsTwVevUzXckK5bL2xsiUTl9auEi2FmWvI8he2Q6tYQsCyWzQYtoZ4J9dzd4yN9ag==
1ilujilfnk0q5vpqh65u3hqf82ngijnj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1IMORI6BO4E5JHT236DTE84ROM28QDLJ NS
1ilujilfnk0q5vpqh65u3hqf82ngijnj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. yArz5+/gVVNSBde9EeCfdYnZUWpO5eBticLdtJDcQF9IfDdVCaols1pNCzrTw1JiVttiai0wIrW5h9/qkyZ84pZCdmdkkFoWF3xQMTyGosZevPoFrBTfmdIjqA9+Skva5cK/q2M/PX1aPP7RYUsLmQzkFhDDxjrgzV3PPfcw29tE0MI5FKzhra4t4OOi/YwipIrl6BFzqCoy5Xkqge/v5A==
1imori6bo4e5jht236dte84rom28qdlj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1M3CF336L1BBV0ODS2OMDCNF5LR9C5GE NS
1imori6bo4e5jht236dte84rom28qdlj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. dN65ldxlYlODI/+BVKgxUI5UfnnOkwl+059m7/P/5ekBvuZHy9rx3vV7sxUWrq6pU//sdRKKxUaqmlhpOhtnHCuMacwbebsNXoy7E2NambAOUa9xgSs4m+kXCxsy5XNFoExiusjaO1K0q2MfvwQvPDTjV9QVSWiluSi/wOEvJE7DMf31IVkCyr7jRqljczc6HOzbgFQNYpkrUFez0SWrZg==
1m3cf336l1bbv0ods2omdcnf5lr9c5ge.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1MN9CIS137VE7CLVF4DC9P3S7QIVCFEO NS
1m3cf336l1bbv0ods2omdcnf5lr9c5ge.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. sqPsRZPhHY0e04Cs04rKoZSfeYV7nWBnFsB5xf4KyHY9sH20cOTEOUzs2upHuu3RNo+0us9rar02Erra90PNos6xMdfqKfAWfcrd6ptjoOuT9FGnkU4bsjqXr5MMeuShibU1O1pE2/SrhC2KSNS2+BFILSFs9O5z/UGsVd8O2vaXfo5j6IWhmjjuGn0Tcms35czFKZxrz4xYRBUyfwvTFw==
1mn9cis137ve7clvf4dc9p3s7qivcfeo.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1SCRJ00SKUJ91G51S4SP41H961D06422 NS
1mn9cis137ve7clvf4dc9p3s7qivcfeo.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. QRBACYmiVvb8Fu5KXz4TCjsHugLiACrl5LZX2XZ+u7sPtQIKDRWjmCxd/BoNNEJFNLDB/LSXhF3GKNnyJ8sxPzk9ifLZCFAaO7olmVT32LCFzjHIYfd808Ohn3E46Lb2PcVk93ia5Ow4kbs6/808Hs5XuKe9lS84WJSewXzH99ZEoWct4fNGF8SxhGaYC9ooSOYYJfbr0YEw0aVFBqeZYw==
1scrj00skuj91g51s4sp41h961d06422.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1SUP4757HBGT84NO8NFN7L3QJ6J4AICC NS
1scrj00skuj91g51s4sp41h961d06422.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. UJVQtYlrV4HIs/6oeoGmejg9eJ09pz8aKbV9qifvjqSECET9CBFennYFk75dnn3bO2yvD1VYUZn2vX7tmyLlT4GQDn4pnoo7YIATrcm4X7LheWuDMA3eLQxupaUVXiwLAQ91pMe9JZrLGWLSmqNUw+RyssEbOUPt7KJIv7QxIxsbLiKj9jBp98/WZC5D3ZNlbQmw6OhSJBOihzLWFaSpPQ==
1sup4757hbgt84no8nfn7l3qj6j4aicc.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1THMHBES8SA5UAINOFA9OGM6JDV6BB3A NS
1sup4757hbgt84no8nfn7l3qj6j4aicc.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Ebhcnnq79umc3GUhctwhhxxfihvtrg/NGCjfIYNI+MWKHWMcpVW8+lzgrd0q5aba/XZAkOQ2QqTj/XfJ4AL34ZSp826ELUyh3niaJDZb1anuekYNEmIiA7HYjzTD8YENjNCYUYT/QwiUAH2iVUncdZTnWn8C+oapnnrQqHFIPwZR3JhUxgyP6zrbWvXNvtIiHIHUa/AFGzWLit7MmkXsXg==
1thmhbes8sa5uainofa9ogm6jdv6bb3a.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 1V5B74SO2O9EK9KNGS0VGT6A56KNTSH1 NS
1thmhbes8sa5uainofa9ogm6jdv6bb3a.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. c7bM8WBO5nRCS7YfxX4h9iUgzH00yGxvZ127pHI5mYs+88cCcT52CLh457lh4OKX8kXj6Y4cirzTl5ESajJ23szYzsMcGhTDZazUYdCdYB8YS4IbhKCK5kUK2l6n5dNs+m3dl4lGr+363bkM8fGhy3fbEMl2uhCVE1CrBJGvIGeCr2waaT6JF0ZHSFT6iQatz1ytqHBNUWENdlRhM0VZ9A==
1v5b74so2o9ek9kngs0vgt6a56kntsh1.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 206F50PQCRQSRN9CHHD3BKF212HRHKCJ NS
1v5b74so2o9ek9kngs0vgt6a56kntsh1.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. nYU2lKuFMeJOw9MQKEf4CwHW8a8cRKWwUCdS6ygyjqUzTxO6H+GTTjbd0OfmI3FtgxG4Inu0F95A9I0/JRKrGIG2gtku50JKZY9EyVkBIrLr+furv02pEwo+EPv08hJeNeBnrQI3qNyb9x9S3W0WvcDG9xPBmrZf89+P5quCkTLOzDRh45Bi0HhbtV4WAnMg/IFrQquL0sMjpGj2hRj0ww==
206f50pqcrqsrn9chhd3bkf212hrhkcj.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 20QB3CJ0E08BSLDL29AEFB4A6V043G89 NS
206f50pqcrqsrn9chhd3bkf212hrhkcj.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Bd8kSL9bo8igx95q2P+HCDh4LuXoKXXWHieiRyj+4J0alDJfba24F/L+pgaTUhUAT5VgEmPO2RoapP+1NhvRSdInEAVLW0z4HEf/npn3kiyi8eimKgUV9Z27TJjrbpbvneTlHoWIKyaWeHWvbaFJSRjTgLFbs9b8QcJWEDpYRpysXCjTL7vrVIEUY0/5f4mC7pYJEWY76BlC8zx5KMacww==
20qb3cj0e08bsldl29aefb4a6v043g89.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 269FD1295I5JKJPUQ51KSUF76PALPMOC NS
20qb3cj0e08bsldl29aefb4a6v043g89.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ejqbl3gAYaTdZPtMhX6d5UBfqmrIC8Bv4jk8f1dOePpTDZh4Kzx+HaoVa/ygb6RAt00mmz8BAz7cFPsqFrxblxlp2PqKIbjuAkJFYalYnR1Z461WnVRfXYUI7RcFEci5F7UeJxazRTp6mJPcOXCDyng70s9PxAzhjneJad8xryWmpA+0vpiNYPvpyiW0NfbyR7PIGIG3oWDeSETQowY4eQ==
269fd1295i5jkjpuq51ksuf76palpmoc.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2760GBE2PRBTI5UM8SR5TLJVBRBP14MD NS
269fd1295i5jkjpuq51ksuf76palpmoc.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. DPNj0XCQZ7Rv+g/8wTnH/eVPGO8F/4Am/gBSU8MHqNOoCNSNsIjZip7fzMB7SSjT5UeyX5NdBFyoGQ6+y/ZnRgcAIrWgmGCDpOqF7uNGEgZWJzsM3xpSL1NbS1PwkgOjQDUZCd0ikWM+/rDLBnnVf+GK8dP5J0HsAKqLz5vo/mgxZVJAzgaqWU4tR1zecWsLtMYAmAMobfDwBdTpr7iKYQ==
2760gbe2prbti5um8sr5tljvbrbp14md.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 28QGQ2UORCQ69NK8O7SAQNJ49Q4A6I3U NS
2760gbe2prbti5um8sr5tljvbrbp14md.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. AeocFZ/YyMAw7fyi+dfeZGQ0EoqDdbMeRsEgQcQX9atUTWrz3B23ldgfF9PlYT9AdyKshVAYS/CD+0kDUGWCY1TgdAK9Z5yb7gD3gTQxc1VD1ZGAlAv6HAY9iepg/C9q3LopEtOIx7cTKe9BfFPC78eA0wGifF4Lti98nu5vzHtPOdNpIq2VcDGYK3QdkWwyFjWRyCgNXRZM4FVR3BmHbw==
28qgq2uorcq69nk8o7saqnj49q4a6i3u.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 293DER4F0N4NB052KBA66ORLV5MHJ9GL NS
28qgq2uorcq69nk8o7saqnj49q4a6i3u.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. CI16TDR9XgWbkGccRelVzLTsRL2TiDDWSMM8oIuwi3ThrcKcncV/HDG31p70gTvlbaUMHqOqQWH2yb12dgTwA5arMq47AQKbc62PtmAe8L4VZqC158qxQRwrMslWnhj2SR/Ce5lFv4s+T5enZ4pKmlioAZKDKKlQwAp8b87k7pt6JojTtzMlZOb1aQDIV9dc83z5f0imP9pkBlfaTjU6zg==
293der4f0n4nb052kba66orlv5mhj9gl.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 297G8OO75A66F6F3R6FT8936NRRI1KUE NS
293der4f0n4nb052kba66orlv5mhj9gl.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. t6siElgUtqGP9eNY615KvwLj/6PSEnyVBfb2B6fLgU1pzImPSB+l6yaajBKWsyEjNdrB3djHK2g1NzF+GHmBW1Xa1rJwhrRviY0CwgC4u3epQuZoM0W7y9Qfu81yeHg2KsLMJm1G1Nao1xyL0OtRVRXgq/lUnntNZPiIFsHHlRflslAWLiik3E38xpjoiI+yjkQB0ITZyridmvJJuHUe2A==
297g8oo75a66f6f3r6ft8936nrri1kue.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2BF1UK1N42QF2AKLSRVRCISVI9E4M1SU NS
297g8oo75a66f6f3r6ft8936nrri1kue.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. FpSlPqxgNx3gefenPEwMANxeg0gT/qOq3NnNf/rwsbI4+MZmh66e1L5ES0DJYWAoj0fsXmfVTuhaKKUas9UFk1OVWKMV2E6Sg3OZQdVWrowHCd+hqTctWQ7f5oA2T64oCRaCbjo9Ywmewcn4KFIpi4EcCNwfvpJ9K/NPJF9BCyb97VLx8+orfuuaufuQPEdGiWk8/bVNPlV9tyDm5s9mGQ==
2bf1uk1n42qf2aklsrvrcisvi9e4m1su.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2BF938FA7II2BNCJF7CCLIQ55UT64HSU NS
2bf1uk1n42qf2aklsrvrcisvi9e4m1su.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 1xoCVqGpfqpePqtboLQgeLsnRuPCZZ9lvELg5HYgBZRbG36jBIsB135AJGvsW/Qul1d0djjz5FoasO83OhvMIuyBfdJUakH08xH4cvex5h9R6DvKDaP4bq73PSvoomrf0ohxdHwVw4M63ePlN5pLgWvz8T9gLkQj+y02NWGUeL7AZoQMFi1ACTvYIuLoBbwWEctbo7T6Ki0x6FR9iR4wEw==
2bf938fa7ii2bncjf7ccliq55ut64hsu.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2BJKARFSMD97E7KAS1S50I0NVOFUAMUN NS
2bf938fa7ii2bncjf7ccliq55ut64hsu.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. HLc8SfgtPF9iDTDfNW6CEVntLDZ7u12dO71J/iBCbcl+R1WkFT4SMwVDYWiB0utxxiFXEPS7BOPZe4reVze1nmtnPZTLAJu8yPULBUOYxQXViIhJfA4LLTykxfuLgWfs92Wz9CgzPBZqTQaHxMtwGylFJiePmFMiQH31QrTQTR+wIkiDs3MMrPfWnSidgsfbUpZt/9bf0RHBTPyp0K0uCQ==
2bjkarfsmd97e7kas1s50i0nvofuamun.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2FS0L1TI1QR5NIG1BJ54PA3Q11T0378I NS
2bjkarfsmd97e7kas1s50i0nvofuamun.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. CBbw4pcaWFgRy+o3HpR6WP+ct1hFMYAANpX+CYQvI8kpwbS4qRoj4JgYST7Jj9dR6zTrbUoXX+nBDgj6iePJdvaiPQde/5xkEwmTpnXUe5s/+FoIQqMQfn0tjnm5+k+mDIOus7hSXA4Cnqyier/BwF97oArBjQ4kzRuabLkkkEKvpquxpVMdlk1wEvl7wIJW5WpJ6dfvsNNdsx19KphT6Q==
2fs0l1ti1qr5nig1bj54pa3q11t0378i.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2I7D7PRHO5N1KF87R0I18R5LQSBCF4NB NS
2fs0l1ti1qr5nig1bj54pa3q11t0378i.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ET5lg2J1GiMeE1SRFrhheWJ4SmqmWntdhiiNhfY5TOsbf1v/Rouks96mnquFAC+im8qu8rB8K339NY2ZcAQxGqMSXVm3VJqyOHZn8bmMMfBe/CDl4zw5nmb2Sbx39JwV7ikuEJ6E6N8AQVvxdSWuNfUvLbremULknbg7cSDtVHjQK2qeX3L4/EdF18cqQRKgwmDfFVntdsgA4MuiILInVQ==
2i7d7prho5n1kf87r0i18r5lqsbcf4nb.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2JAJ7MJF113QT6FFPCF8JI9R92H0D3MP NS
2i7d7prho5n1kf87r0i18r5lqsbcf4nb.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. pAdcv4xM1cN914IdI9+ftCCcCnR2Autf8gw3lwjk5E2zcpI2mmJSxy2P0RSp5Y1OqvYv1oESS4qMNKKrPIlp6Kn8k+jx6rb5FhxaoVq0KTvnxGXKcuvybldg1cy81wEy8/4wFtPl6nRb67M1lUapE2b4Do7QfR//yiTtI9QbRNeSE805jSiZq6sQ5UqI56HeI2NfpkKrjkUIKOcVALJLDQ==
2jaj7mjf113qt6ffpcf8ji9r92h0d3mp.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2QO5K8C2J84P26EO05EB4722Q6GI3TTM NS
2jaj7mjf113qt6ffpcf8ji9r92h0d3mp.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. LtD2kQDgfbx4Mm6gWpBmADqJBBf1ovo36LnxziP+sytTttR5wLDVijwX9xpvrzU4ybYrVNuqkBQZG/bLxItGnUizncR86m93UlX+QzDMccBsapulMOyuYKxQmBEBkZq14jsMvSXrb74YcLRperkJ8MecnTrSamV+NSOPipZN9rESP52GSxVnAch6lefAFXhTCboP2kOdBoI407hmiROkNg==
2qo5k8c2j84p26eo05eb4722q6gi3ttm.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 2VLASK515FKUMN8SA4FV6CKF7HMV5MEK NS
2qo5k8c2j84p26eo05eb4722q6gi3ttm.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. 2t6tOM8jh0v4SpPfHkSdYf9BBp7nAdarOTM/8jr6JGD5b5Pf8McFR1INUWUoc1m/oGtDFrnzdmoUZov1re3Oam9QQghfMDl7ZvUrPTmDLRrdHyNz6bfh6QCv+mPpGGfAB5QzczvMwybowudAfCyhT3yKsHv919BFEaUBIhGjyqEbeKYbuLdaQBM+Liuk1duWEe+1G2Rle2pHEj2MTBx5Ww==
2vlask515fkumn8sa4fv6ckf7hmv5mek.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 30T9JD4266PH6JH9S87GNE3OEREJV6Q0 NS
2vlask515fkumn8sa4fv6ckf7hmv5mek.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. NTIv5MlVAd+VEZIKUEZtnglLh9VCljdZVtb4cFuS7aqmbeTI/78CDyeHAXTM1XljTcHPxxmU6mCF2tmQ93DJz6ei6zfPVogMYz4pfrpQve+TdUMKLD4SH3mnYA2uip4MPs9j/IMaopecGMN7rvyZE8apn2w5zC6NLOQBRR5JfOxrQxt05cZVezodVYFfzeB3AhMeJB3HF8CfcMRqN09mCg==
30t9jd4266ph6jh9s87gne3oerejv6q0.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 30UDQ820084R9EAN3N2OTIVBS77LUBUO NS
30t9jd4266ph6jh9s87gne3oerejv6q0.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. ALVwATO8AHeupeogbWKQPgxZ7vvKcKTDfP/QXI+4dKb3hShwIdramZcFC2nOsoUaG1gAJ4uoPpNZCXVcy4zsXQSDck4L31yc4N1VT3xlK9KB9v5wVy1SBQdC/0WIEJToVIGZLPrG6hg/4GwKz+0i7VV8lFRNV+ftVSIwcgIrrY3BE/Gr45vwUU/PsW4Es24Tv4SN6v8HjtlphrDo534A8A==
30udq820084r9ean3n2otivbs77lubuo.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 31OOKTLQSLOT3NMU4K7BI79SF0RAC2S9 NS
30udq820084r9ean3n2otivbs77lubuo.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. o56ALYOrnAJGfkCrhKsr5JClrcCA9LQ+2j2LbuoIGo49aAWyNX5SIlmoN8rldTEb7eW+GiTPt9I158WuR8PlbMSh4F8DTjvecIrL7QrcJHCBihc83UFqnmVTJLrlEnkXGaCNBkT9dXl3B3u+pRfhr4fd8lBlXLekhI6rLAe4cdlQBU9PKqaf5i1zGKfO7u7MgXinR1HjT0NpfL+50Nx/qA==
31ooktlqslot3nmu4k7bi79sf0rac2s9.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 327VVQ7BEPOUHAC6C1J0CDA06ITARIL8 NS
31ooktlqslot3nmu4k7bi79sf0rac2s9.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. SmGrPjO+c62mfMt9QhkFVxE7pH/svSqVfdRlzWNgrz/IbAwAQYnlSLYZKxZTnPGJo35VP2teF3DKoE9CzNZHqEWgO7qrIStnTayfuD7UD3lRgTu8HECNe1UfqgQZabN0ZEIoJJG2kAR/kpBKy14z0Y8Tw21ny9BmVyZhseLWlqrvHzhhZKcTvDqKGPec/MI5+ccWhb/0vEErwWJJx25j8Q==
327vvq7bepouhac6c1j0cda06itaril8.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 32BO1G2H7C7NSRNEAQ4Q51TOIJ7BGNRS NS
327vvq7bepouhac6c1j0cda06itaril8.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. F8+VZ18u0X0O2DGK72RVxiGof+EpFzybRcsdd5qygRyDrPJv8+PX4XVhMqgIJYTHu+uxmreSJmWiFg48Vcfh3YUM4exmgNNxfb+1VhBXKthgbe8xZxlRGEC5L6lTTjVHa4nhWKWomiQHTSnEdqTypyINj5up55FHE46x3XpnqcXjeuctHeEdAVpRSRe5KSrEZ7Sx+3mzgMglJVf5jUeJ0A==
32bo1g2h7c7nsrneaq4q51toij7bgnrs.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 335250HISHS3B6UASDP8O9UEONHS66FS NS
32bo1g2h7c7nsrneaq4q51toij7bgnrs.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. Q8FA0JsRHLFJUfKFAqt/uQBwaI5C253qbETAtkacVBAdHF1t/O9YxmGNacZXILKhaH3mEbjfDWmdUrL3NRhBnrnVtNxmG9GQF2Jc1KqgjrRFczpM1Fn/zgaB1BzilcVg2nElQ3eyAFacORwtZ+BJ2bBeyurNjiee60TdPpGOVpdTVuDFGON71CyeSFNnnOATKZf2P3FyitcjwSMpCqF2Lw==
335250hishs3b6uasdp8o9ueonhs66fs.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 368E13DFVP8Q0I8OUIE78PM1R4CIN1PG NS
335250hishs3b6uasdp8o9ueonhs66fs.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. qDOIBhB8epBKDTVCmgvoJ7N886Q8guO7HmBZqGx5aPXsNIWj8LovyeFevskfpK89BxsIPEWDvChQ3qJvCD/aDzhL3+9wtpPuqpmbsNtsXLGWE99vI1oZ+0wIMhs9kugZuM98QqjHGBewm15mNAMhl0aOxmeB1sabkeTN8Jac8zul35YgYoYpxEzq9Xo0yq2ln1wB2K4ILygtXJmp0J5Y8g==
368e13dfvp8q0i8ouie78pm1r4cin1pg.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 36HTALFJMR71KV66TJLUCR7EE51DHLJC NS
368e13dfvp8q0i8ouie78pm1r4cin1pg.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. B75xcCmtHnJ13Lj4R55x5+qLmd8eh74Uq/z45KKS2/Pzr2RNxHGo1yI3yeEdiDVzKg86Jb/QKnEWQ5DYR7kMPMUP4ZjrmhZ5kZKS7ZEG0gNmRIIe/q7IQGGT97orM/b8uPXkmuTY+7tyBGnY7WrUKThpoJXjfw88L5tAez+tmYMe5huCZoCYOJinOAH/r/7/s5V41LNmhcilkS6w4zmkJQ==
36htalfjmr71kv66tjlucr7ee51dhljc.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 3B441GFLIB12KMM8V7OM345TCNUGILNP NS
36htalfjmr71kv66tjlucr7ee51dhljc.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. qxWIEBHiBgG6ayvUh5X0PO2nkugoW90hal1xgv1KMGUCJC4iJDGxw00eq9WO/NdKp98VmzlMQpqA2ZibegS25IEPypbsGgSI0q6wOksGV3I7+h0TelrTkohp441WEk5rHpLQYuMWszCWCl/CSBxHtmK4ecygHD0nDfkkQnRpYpzJbz8zH5qQOeMpEccoFQPOl/JWga1XIo4BFrC9Bhnf9A==
3b441gflib12kmm8v7om345tcnugilnp.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 3DFOLC6S6O4USBGNHI0FF04QK59QHC41 NS
3b441gflib12kmm8v7om345tcnugilnp.xn--mgbab2bd.	43200	in	rrsig	NSEC3 10 2 43200 20260117230225 20260103230225 19785 xn--mgbab2bd. gYx3BQ9/oG+bfnHW++FCO47iPxJeBYp02/lPMJppeZ7/I9RxfetLFnyJPqUm91M1kH1Fthubr1rmMVuebRflrvoAAkRMTMojlmr2IeAk2EbOi/+vpwMLp4QTTI5o2L9Zyg8G114Od3iUI+50576GKprc7Rbjpsha6j02jr5bp/iYqZyktpS2w1Yzcl95etAQsLePQ+vsAeh3VkozNDCl1w==
3dfolc6s6o4usbgnhi0ff04qk59qhc41.xn--mgbab2bd.	43200	in	nsec3	1 0 0 - 3DHJ5TCOALPIB19IV1DI0Q5DCDSUQO2G NS
