toray.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302941 1800 900 604800 3600
toray.	86400	in	ns	a.gmoregistry.net.
toray.	86400	in	ns	b.gmoregistry.net.
toray.	86400	in	ns	k.gmoregistry.net.
toray.	86400	in	ns	l.gmoregistry.net.
toray.	86400	in	rrsig	DNSKEY 8 1 86400 20260131091835 20260124023720 53057 toray. dTHDV0VKXBZnVwho3gys0rUZG17ZCHdA8LAOxp8Ux1vrowf4tjdxLB4cr1zPpffZIgthuepY+Y4VXAdXmaNbmwMt2kxaYHOAWyu4ZAEEpk341W5LNLniPj437HBFbEdi93/dTyKaBvu7jFmGb8ZKq9i5U0hKVmr3XceZ28rPnCpeIwF5JlVvvO6m5gCilYcwwfNGF2hX3cwtIv+37bds82yAC4j3dMSenFLrJHaHf4SrHYvClvCsMZO0JS0cP7qypw30fa/LHURLTShtwFNl80TJZG/vPDoUjC8ovRPMLHW9m7SZNzfD9UBfVlMapDT7tBAKpv0Kjbfkq2V1GW/i6A==
toray.	86400	in	rrsig	NS 8 1 86400 20260129052049 20260122115219 35650 toray. NCS3U/A6RGY35nzwgOUZcM3NXgRX7p23phY7UAqj7X528u9zQB0enxnb9fpc/9ZWUNkFd5dPsGBeS5QPZIRGiC5cusQJdqq2jNToSjUJaVOjFgfCAkxeqeM9kbkuZhDJy1CGnvGUfgiM25riBP7udoTleSsYRqFX0ksFj41Guuc=
toray.	86400	in	rrsig	SOA 8 1 86400 20260201020208 20260125000221 35650 toray. Jkje6jhJaDAdVG2TEL+mI/H+DOMrSG03bRwf0HvMoM8kTr3iq7pe17Ae5KuEumPys8YNdou1zHQEOXJmmFvaFIFxsFHZM/llAhE+5xPH78Gb46vtLvnWXeGPNqPusl97AtgxVxIQCwQ8NCLZkveYcCBZkV0dvgoQ9e6gyzmaIaw=
toraymyxin.toray.	3600	in	ds	47972 13 2 D8E42F386F6AF8C5E541F478F90F6FD36C284AC8CF8FE9A83E7D9E4FD7049839
toraymyxin.toray.	3600	in	rrsig	DS 8 2 3600 20260130085350 20260123100229 35650 toray. ijxhDKKH0I7n0Wy4GN2Yi51sS8LlbBq3407R+ONS9ReimtRCcGRyadY7fJQ+WKRfzmh+PRT6oWqxYYshAUc9b5TAKku3k0WUL7BZS2jDlWit8gyFEgFdk5oyszUgFxc+eQjy4ezzdwk1xEXv2VTBcjT6oW2PM9/Sk+u2mGDibiM=
toraymyxin.toray.	86400	in	ns	a1-184.akam.net.
toraymyxin.toray.	86400	in	ns	a12-66.akam.net.
toraymyxin.toray.	86400	in	ns	a14-65.akam.net.
toraymyxin.toray.	86400	in	ns	a4-66.akam.net.
toraymyxin.toray.	86400	in	ns	a5-66.akam.net.
toraymyxin.toray.	86400	in	ns	a7-65.akam.net.
toraysee.toray.	3600	in	ds	35376 13 2 40E27E2A56E4BF4B63ECDDD6F62ED9760AB70740DE3C28C5150D6A6E933167AF
toraysee.toray.	3600	in	rrsig	DS 8 2 3600 20260130044238 20260123040416 35650 toray. OOxZc2gSIx9ow+MEO0yFyD5Gvz9gtUo4bE8PIpu5maBYi5qU8vRc2f4lIESpwQUiMaaV3hXQBgsBcSfT16URaPtXsO+m2+gacpLTB9zP5Yl52yqKjQCqagcyQn5WbtBFP5UXtrekJuhNKuvMIedr+pjncXuP07N4UZLYUbuVFUo=
toraysee.toray.	86400	in	ns	a1-184.akam.net.
toraysee.toray.	86400	in	ns	a12-66.akam.net.
toraysee.toray.	86400	in	ns	a14-65.akam.net.
toraysee.toray.	86400	in	ns	a4-66.akam.net.
toraysee.toray.	86400	in	ns	a5-66.akam.net.
toraysee.toray.	86400	in	ns	a7-65.akam.net.
torayvino.toray.	3600	in	ds	62099 13 2 6033E3B2976F69035AE2785E8CC2CF0274D53BF1EA6924698608974BFEF7C179
torayvino.toray.	3600	in	rrsig	DS 8 2 3600 20260128143233 20260121212611 35650 toray. YaTZD5aXoBic3sF9zMm/BK5znU2mYZUuUebL/NtkEN7bfost7A1YGF6y3cY+DEsZc20EPhoDLB7d5qEeDZ14iDp6ChD1fMSpvoNwFCiGmWJ+y75vkohqlJdBZf8G/bIeSNZglbAnYE2eODTXg3sowEFkPCgzt5ae49TmTXBCJo4=
torayvino.toray.	86400	in	ns	a1-184.akam.net.
torayvino.toray.	86400	in	ns	a12-66.akam.net.
torayvino.toray.	86400	in	ns	a14-65.akam.net.
torayvino.toray.	86400	in	ns	a4-66.akam.net.
torayvino.toray.	86400	in	ns	a5-66.akam.net.
torayvino.toray.	86400	in	ns	a7-65.akam.net.
toraywise.toray.	3600	in	ds	42004 13 2 27A93ED74E2FC3DA1C8FC23D168E3772CE3C1D2FFBB6697756817F24DB005D5B
toraywise.toray.	3600	in	rrsig	DS 8 2 3600 20260130171159 20260123054219 35650 toray. rlaxP0r+jYwkYinS68l4XGffDox0KStWBFEzqNeqnHa+bt3G1mp7TOMIsCNZ8+eoXrKOpZuUvyS281ovr+mxhO5cbsePPW1rdCEYgoHwiLwGG9pqukqgnXHgh26C+bB8cLtNqOYEfrkEwR+KsUUBTMZVPAfoBFJaLJMMACxcUds=
toraywise.toray.	86400	in	ns	a1-184.akam.net.
toraywise.toray.	86400	in	ns	a12-66.akam.net.
toraywise.toray.	86400	in	ns	a14-65.akam.net.
toraywise.toray.	86400	in	ns	a4-66.akam.net.
toraywise.toray.	86400	in	ns	a5-66.akam.net.
toraywise.toray.	86400	in	ns	a7-65.akam.net.
tpc.toray.	3600	in	ds	48267 13 2 CE3C5233D1FE5CAEF3262158591084D7D834E7860182C7925B2B16DEA1398C2B
tpc.toray.	3600	in	rrsig	DS 8 2 3600 20260130095853 20260123083915 35650 toray. a43lmcRJgtrUoJmYlkQ0h5/0fiMiYdTLlX4v6QJJ9NnWm2Ln5tDDhSOYMM//3gaT9pGde1k6KV5rxfg7qmQ2p560XLPNBJlNcymJ2tljTyDAAVX5cIwxxYqu+0OUj+HYovpM7i8zhiqDPu37kXbBjH5u1Y1rznRssF67lW11bW8=
tpc.toray.	86400	in	ns	a1-184.akam.net.
tpc.toray.	86400	in	ns	a12-66.akam.net.
tpc.toray.	86400	in	ns	a14-65.akam.net.
tpc.toray.	86400	in	ns	a4-66.akam.net.
tpc.toray.	86400	in	ns	a5-66.akam.net.
tpc.toray.	86400	in	ns	a7-65.akam.net.
trc.toray.	3600	in	ds	22342 13 2 96A7AA1776AFD498092B70FD933D0C7B2B7159E8EF02ACBB2DB18ED55BE934C4
trc.toray.	3600	in	rrsig	DS 8 2 3600 20260130232535 20260123112520 35650 toray. BrGqPxIBfyuJStuzEcVH/5bXUkIYXwd0bWZ7QDzdYZWTM7LMB9ejTogVrHXFMgnCZiZ9TUxKgJTbtwhg0SetmXV3SwflX+sFjn2+W+cDpQU0JTInqkIUxcT3gVe8jpIGAPfJSHEIVUd5weB+j65RL0Rh9pmCS33uh1aFVy/TeqE=
trc.toray.	86400	in	ns	a1-184.akam.net.
trc.toray.	86400	in	ns	a12-66.akam.net.
trc.toray.	86400	in	ns	a14-65.akam.net.
trc.toray.	86400	in	ns	a4-66.akam.net.
trc.toray.	86400	in	ns	a5-66.akam.net.
trc.toray.	86400	in	ns	a7-65.akam.net.
treng-system.toray.	86400	in	ns	a1-184.akam.net.
treng-system.toray.	86400	in	ns	a12-66.akam.net.
treng-system.toray.	86400	in	ns	a14-65.akam.net.
treng-system.toray.	86400	in	ns	a4-66.akam.net.
treng-system.toray.	86400	in	ns	a5-66.akam.net.
treng-system.toray.	86400	in	ns	a7-65.akam.net.
ttk.toray.	3600	in	ds	59735 13 2 4D1DFB5DE804FB5BC42FD44979322CE864C4EEB66F9611BD217DB04AA1762802
ttk.toray.	3600	in	rrsig	DS 8 2 3600 20260128172825 20260122020813 35650 toray. Vcy8EVJ3xcEmUYZASnNv3Ink4tbySqwGnmBjNw4G5g2F3Jo3eIhYeBrYMO3vYsEso+ud42yEWwQypPUN7h7rD2tsx58HDNULppr8HfUtRed5I2uFC2WtjV25bgUoJ1xhSCh52Ovl1AIENO/FCuhyYGxIj4jJCfttiC0YAFkf/HY=
ttk.toray.	86400	in	ns	a1-184.akam.net.
ttk.toray.	86400	in	ns	a12-66.akam.net.
ttk.toray.	86400	in	ns	a14-65.akam.net.
ttk.toray.	86400	in	ns	a4-66.akam.net.
ttk.toray.	86400	in	ns	a5-66.akam.net.
ttk.toray.	86400	in	ns	a7-65.akam.net.
tum.toray.	3600	in	ds	24737 13 2 8CAC031A7F9D7A5A59A381DE0153FE2E771C1F2F0FAFC8578807505ACF6ABF50
tum.toray.	3600	in	rrsig	DS 8 2 3600 20260129030118 20260122124109 35650 toray. m6MHKfQuBXO3t3SEiZYy57l0Kn2sJRXLtXSRCBi2SxiyWSaBzvRKqoMEwOjnvsOS8oE+quVbUy42cOKwjz5QTHYXeIqgIpOjMKW4lmpp/zb5ozZQQ6JszLDs81pi0pK7HHyhSdztRxzQrDXJ38CkUomg/AhT7GzWwt1i4Q3iEMQ=
tum.toray.	86400	in	ns	a1-184.akam.net.
tum.toray.	86400	in	ns	a12-66.akam.net.
tum.toray.	86400	in	ns	a14-65.akam.net.
tum.toray.	86400	in	ns	a4-66.akam.net.
tum.toray.	86400	in	ns	a5-66.akam.net.
tum.toray.	86400	in	ns	a7-65.akam.net.
tvgch1oam9qbkc1b48octn111h5597ta.toray.	3600	in	nsec3	1 0 0 - UA6BJLKDAR4OCB04KNTHR2VS1STTVUBI NS
tvgch1oam9qbkc1b48octn111h5597ta.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260128133656 20260121072215 35650 toray. otu08MmWRBX5MCcg+JyHMogYk03oUnqCdCdkZMFVPiq+p+l+Ux9tfZStBBoHGkJ6YVRscTrtGmARm3dEOcs020GlhWk+ZvgqznWnnfEea5ih/HMQHk2QvumO2TOfWzeybkWvIxKUo08QYP9EwcRXPmEqcyGD65i/aGzA5DhZL3Y=
ua6bjlkdar4ocb04knthr2vs1sttvubi.toray.	3600	in	nsec3	1 0 0 - UPEDJA319S815LH4GIJK2BP0V41IK15R NS DS RRSIG
ua6bjlkdar4ocb04knthr2vs1sttvubi.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260129131800 20260122212111 35650 toray. p17cbw0WN8S70MmS+FxNFlgh+y0Q2DmhuuKHJYnHEMD4pzn/5k79/zG4BiL9cVcA3ylE5MVrVQRhhaTmUZs2WRdZr4iqXP7ohReYogyV45se4tY5Jqnnl3HGkJIOGTdjR9A7jfqPh8BC8MFt/08SYlxjdEBy7XGwHhhtD8IE/bU=
uam.toray.	3600	in	ds	53569 13 2 375C574ACA0208F15C6835EE2660E6E441BB1B6EF802F483FE940CBCF0C45695
uam.toray.	3600	in	rrsig	DS 8 2 3600 20260127210637 20260120233715 35650 toray. bGY3/XoQ0TE//UgVdBr3QWZMrhMjgm3lgpRs55/Lu6Ua/pErdIj7g0fCL2e3rBEh1vYlCnMFsG0GiEVHP2vlfVa8+NJM+ByRGIl3NoX2LEKkqNVEZSh3PwUFjp2he4nKOav0zRYLaGnoQrKxcXSwNq9p454TMD2HeO1FoIU6ZwE=
uam.toray.	86400	in	ns	a1-184.akam.net.
uam.toray.	86400	in	ns	a12-66.akam.net.
uam.toray.	86400	in	ns	a14-65.akam.net.
uam.toray.	86400	in	ns	a4-66.akam.net.
uam.toray.	86400	in	ns	a5-66.akam.net.
uam.toray.	86400	in	ns	a7-65.akam.net.
ultrasuede.toray.	3600	in	ds	21594 13 2 3EF86C66196F1CEECD9D1F968939A7C82F85E0E97321B256D82AF39DCF53BCA4
ultrasuede.toray.	3600	in	rrsig	DS 8 2 3600 20260131090217 20260124032220 35650 toray. DABSeQ9egPy2nvZrWFln30OOCL7IW1GA8TG2uiW6qQIe/QD01DR4SPfcsrebBZftgKSZiYhcGWNmRDPhIv6k4Ygw6zb1F2NUz/TlAi5YGdMM9j7VrYmJiIPrOqfnZ/nvcFOeq0TsOHFiBl+43uuIybHSa+mgWC8PLaB047JjQcQ=
ultrasuede.toray.	86400	in	ns	a1-184.akam.net.
ultrasuede.toray.	86400	in	ns	a12-66.akam.net.
ultrasuede.toray.	86400	in	ns	a14-65.akam.net.
ultrasuede.toray.	86400	in	ns	a4-66.akam.net.
ultrasuede.toray.	86400	in	ns	a5-66.akam.net.
ultrasuede.toray.	86400	in	ns	a7-65.akam.net.
uniform.toray.	3600	in	ds	61920 13 2 183EB9334B2F51F8E3A3F482279D78802494FC9E7DF031FF8082741F7A1283C1
uniform.toray.	3600	in	rrsig	DS 8 2 3600 20260129164627 20260122124109 35650 toray. OkdNKEkGuNNSK8gqIXzwUYtFFDNi0WRIGOPzPV+HskZSIYpeYtYkzgu219kSazJfTbuecKDm9heBF7tM4BVctvUv6soHAJzt+zCB/z9j7XX9LjG8rsbhyFn9V+d0FQinyTYoTuytQrpV27N508RDcMdHUPsD9xvUrcarhVlk9TM=
uniform.toray.	86400	in	ns	a1-184.akam.net.
uniform.toray.	86400	in	ns	a12-66.akam.net.
uniform.toray.	86400	in	ns	a14-65.akam.net.
uniform.toray.	86400	in	ns	a4-66.akam.net.
uniform.toray.	86400	in	ns	a5-66.akam.net.
uniform.toray.	86400	in	ns	a7-65.akam.net.
upedja319s815lh4gijk2bp0v41ik15r.toray.	3600	in	nsec3	1 0 0 - UVKGEGM0J5LH30BVAMCSFPILDNTQK4AE NS
upedja319s815lh4gijk2bp0v41ik15r.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260129090857 20260122192409 35650 toray. uIMnABSU+i+0PDuNk182I2YPQc8IqEUeNRW8ujWHH5XpHqQAvt0lIghqdHLt0elKRm0/h2WR02ez5AECIGVvl5nqj0kEj7VRSnRT5/rFIKmdM49wroPPaTWU/Y8IRsIOi9YJVWot2xtdTIdXcUfYlWXdBtnd+kfGqVDeku5L4Wo=
us.toray.	3600	in	ds	36226 13 2 0E2D779B1580B2E28FA971C87F16C173666254A4EB2CD05516F052C6962C936A
us.toray.	3600	in	rrsig	DS 8 2 3600 20260130155248 20260123170412 35650 toray. V6i+BsWY/uUin+nGboVdq89ozITDekhyj73Oxqdx+Cwqxv7U2AOFalHLGaDTndcZAWCheB2s9mlWX4kiqwcei7U1o8lKnlzj3kHKBmCGe7C+/JpNmlCKEcLayEX8J9u73jZEq1tNpEHM1mz/ocZyVEaXJds3Q4mPwwj17R8qcMY=
us.toray.	86400	in	ns	a1-184.akam.net.
us.toray.	86400	in	ns	a12-66.akam.net.
us.toray.	86400	in	ns	a14-65.akam.net.
us.toray.	86400	in	ns	a4-66.akam.net.
us.toray.	86400	in	ns	a5-66.akam.net.
us.toray.	86400	in	ns	a7-65.akam.net.
uvkgegm0j5lh30bvamcsfpildntqk4ae.toray.	3600	in	nsec3	1 0 0 - VB65OV7CM9OQ79UOCOE7KFJFBCB6B8U9 NS DS RRSIG
uvkgegm0j5lh30bvamcsfpildntqk4ae.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260131133047 20260124213117 35650 toray. lZJDjBVKkGNOb//q1cjI7717jvGL64IYY60QKbIZfbQHg1GfmwdWwxAtk5VL1b2uSn90XAnaPItos4y6ONHSdf2JWsXIJcqasqGr07SsaS5puaRf0hEARb2YfWd6d753EzrUVKsao3Xl2cS0v9Gqf4zpeyA8RA0AN40Naa2Hqkk=
vb65ov7cm9oq79uocoe7kfjfbcb6b8u9.toray.	3600	in	nsec3	1 0 0 - VGKMR0V4LUD1DFR95EG5G9C82D1RQF7F NS DS RRSIG
vb65ov7cm9oq79uocoe7kfjfbcb6b8u9.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260130155923 20260123105127 35650 toray. xN5UmOMocq87y9Dq/thyE58A0RRYFs6Vf3Q2kHjLZpzj+UuIY7wWu4fcGmoNHX9uN6UhtZcBKX6aMwytRLjJoGdtu+tM03QbA8j1BBTVvN1G0C74+kzxQMk5ke9c4DHngU1OgRwdu573+2okODxan1CxVt/X3uOoaOs81c5NM54=
vgkmr0v4lud1dfr95eg5g9c82d1rqf7f.toray.	3600	in	nsec3	1 0 0 - 067OO1MFDAPSL2RNQ94ILH108NN1E17J NS DS RRSIG
vgkmr0v4lud1dfr95eg5g9c82d1rqf7f.toray.	3600	in	rrsig	NSEC3 8 2 3600 20260127051802 20260120103714 35650 toray. H5kX7VXI0vcF0weIeBIVJv7f4+0P1B3qQM85cv9vsWQpIMV/cPqdBM3Jb+zPnV8MkCi4loEbMmP20gKLtoWa7ljuQX1dvWRbtwRk7W63QOW5xMHPAoSORDYhPa13Mhq1Q8IACs6EVs08AvCzfJhNejPkjR3bUK/vQAQKquTYCHs=
water.toray.	3600	in	ds	11131 13 2 F568D831FFD62BE5A79A36BC7A471F688EABE7BBA362A394134DEF7E3C26D3C6
water.toray.	3600	in	rrsig	DS 8 2 3600 20260131094449 20260123230215 35650 toray. JlYdNSNw4LbrUd+5V/XBmPXpj6qDZOauxxkAc9YRBWLrm9jcP9DTdpix5OZ5LOkS++Veu5lCZfnnBh0jE48w0WDUog0iUvkXc975CgXhxri+Cgdlp+xHe3ES8QRQawn9XSwpyx3pTlgfaZWsMK8+xQr283mXn4bdpqvU2ZI30ig=
water.toray.	86400	in	ns	a1-184.akam.net.
water.toray.	86400	in	ns	a12-66.akam.net.
water.toray.	86400	in	ns	a14-65.akam.net.
water.toray.	86400	in	ns	a4-66.akam.net.
water.toray.	86400	in	ns	a5-66.akam.net.
water.toray.	86400	in	ns	a7-65.akam.net.
webapp.toray.	3600	in	ds	55738 13 2 B046713AB069BACBA975963A487C9058694921C01C2C274E24F735FC3B4AF03A
webapp.toray.	3600	in	rrsig	DS 8 2 3600 20260130153412 20260123124418 35650 toray. BfeBHmfrSyE42aKpw7WHlh1cCCwPX5qvuXJz+STsvRhSF4IHKlrqOvmG97XJ8ztujny2ea5VDk7IQtEsmggTVw7F6lan60yiG/6XjOjtpc1K9KxBNfPpl6JqnvsGbsfGKImUZLAXN7/Kq1qelr6FxzBc/YDQAvb1BLfFOzAC4GM=
webapp.toray.	86400	in	ns	a1-184.akam.net.
webapp.toray.	86400	in	ns	a12-66.akam.net.
webapp.toray.	86400	in	ns	a14-65.akam.net.
webapp.toray.	86400	in	ns	a4-66.akam.net.
webapp.toray.	86400	in	ns	a5-66.akam.net.
webapp.toray.	86400	in	ns	a7-65.akam.net.
toray.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302941 1800 900 604800 3600
